match_id,team1,team2,winner,team1_winrate,team2_winrate,winrate_diff,team1_recent_form,team2_recent_form,form_diff,team1_avg_rnd_diff,team2_avg_rnd_diff,rnd_diff_diff,avg_map_rnd_diff,maps_won_team1,maps_won_team2,total_rnd_diff,total_score,team1_team_avg_rating,team2_team_avg_rating,team_avg_rating_diff,team1_team_avg_acs,team2_team_avg_acs,team_avg_acs_diff,team1_team_avg_KD,team2_team_avg_KD,team_avg_KD_diff,team1_team_avg_kast,team2_team_avg_kast,team_avg_kast_diff,team1_team_avg_adr,team2_team_avg_adr,team_avg_adr_diff,team1_team_avg_kpr,team2_team_avg_kpr,team_avg_kpr_diff,team1_team_avg_apr,team2_team_avg_apr,team_avg_apr_diff,team1_team_avg_fkpr,team2_team_avg_fkpr,team_avg_fkpr_diff,team1_norm_rating,team2_norm_rating,norm_rating_diff,team1_norm_acs,team2_norm_acs,norm_acs_diff,team1_norm_KD,team2_norm_KD,norm_KD_diff,team1_norm_kast,team2_norm_kast,norm_kast_diff,team1_norm_adr,team2_norm_adr,norm_adr_diff,team1_norm_kpr,team2_norm_kpr,norm_kpr_diff,team1_norm_apr,team2_norm_apr,norm_apr_diff,team1_norm_fkpr,team2_norm_fkpr,norm_fkpr_diff,team1_composite_score,team2_composite_score,composite_score_diff
590638,Gen.G,Paper Rex,0,0.645,0.692,-0.046,0.7,0.6,0.1,2.4,5.2,-2.8,-3.5,1,3,-14,4,1.0,1.1,-0.1,202.6,221.8,-19.2,1.05,1.13,-0.07,0.72,0.74,-0.02,132.5,145.2,-12.7,0.7,0.8,-0.1,0.27,0.29,-0.02,0.102,0.126,-0.024,-0.258,1.567,-1.825,-0.814,1.611,-2.425,0.045,1.369,-1.324,-0.078,1.533,-1.611,-0.761,1.68,-2.441,-0.606,1.703,-2.309,-0.157,0.586,-0.743,-0.842,1.031,-1.873,-0.349,1.431,-1.78
590637,FunPlus Phoenix,Paper Rex,0,0.524,0.689,-0.165,0.6,0.6,0.0,0.4,3.8,-3.4,-7.5,0,2,-15,2,1.0,1.1,-0.1,205.3,221.8,-16.5,1.01,1.13,-0.11,0.71,0.74,-0.03,135.1,145.2,-10.1,0.7,0.8,-0.1,0.27,0.29,-0.02,0.114,0.126,-0.012,-0.967,1.567,-2.534,-0.478,1.611,-2.089,-0.71,1.369,-2.079,-0.857,1.533,-2.39,-0.267,1.68,-1.947,-0.752,1.703,-2.455,-0.343,0.586,-0.929,0.144,1.031,-0.887,-0.612,1.431,-2.043
590636,G2 Esports,Paper Rex,0,0.623,0.686,-0.064,0.7,0.6,0.1,4.8,0.2,4.6,-3.7,1,2,-11,3,1.1,1.1,-0.0,220.8,221.8,-1.0,1.08,1.13,-0.05,0.72,0.74,-0.01,142.9,145.2,-2.3,0.8,0.8,-0.0,0.28,0.29,-0.01,0.132,0.126,0.006,0.807,1.567,-0.76,1.48,1.611,-0.131,0.521,1.369,-0.848,0.558,1.533,-0.975,1.233,1.68,-0.447,1.024,1.703,-0.679,0.215,0.586,-0.371,1.443,1.031,0.412,0.875,1.431,-0.556
590635,Nova Esports,Bilibili Gaming,1,0.432,0.525,-0.092,0.4,0.2,0.2,-5.0,-8.4,3.4,2.0,1,0,2,1,1.0,1.0,-0.1,195.1,198.4,-3.3,0.97,0.98,-0.01,0.69,0.72,-0.03,121.7,129.9,-8.2,0.7,0.7,-0.0,0.29,0.31,-0.02,0.09,0.108,-0.018,-1.854,-0.562,-1.292,-1.764,-1.347,-0.417,-1.626,-1.456,-0.17,-2.073,-0.078,-1.995,-2.857,-1.27,-1.587,-1.65,-1.498,-0.152,0.888,1.608,-0.72,-1.951,-0.335,-1.616,-1.678,-0.745,-0.933
590634,Paper Rex,Bilibili Gaming,1,0.684,0.529,0.155,0.6,0.2,0.4,0.8,-9.6,10.4,4.0,1,0,4,1,1.1,1.0,0.1,221.8,198.4,23.4,1.13,0.98,0.15,0.74,0.72,0.02,145.2,129.9,15.3,0.8,0.7,0.1,0.29,0.31,-0.02,0.126,0.108,0.018,1.567,-0.562,2.129,1.611,-1.347,2.958,1.369,-1.456,2.825,1.533,-0.078,1.611,1.68,-1.27,2.95,1.703,-1.498,3.201,0.586,1.608,-1.022,1.031,-0.335,1.366,1.431,-0.745,2.176
590633,Paper Rex,Gen.G,0,0.69,0.642,0.047,0.7,0.7,0.0,-0.8,2.0,-2.8,-2.0,0,1,-2,1,1.1,1.0,0.1,221.8,202.6,19.2,1.13,1.05,0.07,0.74,0.72,0.02,145.2,132.5,12.7,0.8,0.7,0.1,0.29,0.27,0.02,0.126,0.102,0.024,1.567,-0.258,1.825,1.611,-0.814,2.425,1.369,0.045,1.324,1.533,-0.078,1.611,1.68,-0.761,2.441,1.703,-0.606,2.309,0.586,-0.157,0.743,1.031,-0.842,1.873,1.431,-0.349,1.78
590632,G2 Esports,Gen.G,0,0.628,0.639,-0.011,0.7,0.6,0.1,9.8,2.4,7.4,-6.0,0,1,-6,1,1.1,1.0,0.0,220.8,202.6,18.2,1.08,1.05,0.03,0.72,0.72,0.01,142.9,132.5,10.4,0.8,0.7,0.0,0.28,0.27,0.01,0.132,0.102,0.03,0.807,-0.258,1.065,1.48,-0.814,2.294,0.521,0.045,0.476,0.558,-0.078,0.636,1.233,-0.761,1.994,1.024,-0.606,1.63,0.215,-0.157,0.372,1.443,-0.842,2.285,0.875,-0.349,1.224
590631,G2 Esports,FunPlus Phoenix,0,0.634,0.52,0.114,0.7,0.6,0.1,11.0,1.2,9.8,-4.0,0,1,-4,1,1.1,1.0,0.1,220.8,205.3,15.5,1.08,1.01,0.07,0.72,0.71,0.02,142.9,135.1,7.8,0.8,0.7,0.1,0.28,0.27,0.01,0.132,0.114,0.018,0.807,-0.967,1.774,1.48,-0.478,1.958,0.521,-0.71,1.231,0.558,-0.857,1.415,1.233,-0.267,1.5,1.024,-0.752,1.776,0.215,-0.343,0.558,1.443,0.144,1.299,0.875,-0.612,1.487
590630,Nova Esports,FunPlus Phoenix,0,0.438,0.515,-0.076,0.4,0.5,-0.1,-0.6,2.6,-3.2,-7.0,0,1,-7,1,1.0,1.0,-0.0,195.1,205.3,-10.2,0.97,1.01,-0.05,0.69,0.71,-0.02,121.7,135.1,-13.4,0.7,0.7,-0.0,0.29,0.27,0.03,0.09,0.114,-0.024,-1.854,-0.967,-0.887,-1.764,-0.478,-1.286,-1.626,-0.71,-0.916,-2.073,-0.857,-1.216,-2.857,-0.267,-2.59,-1.65,-0.752,-0.898,0.888,-0.343,1.231,-1.951,0.144,-2.095,-1.678,-0.612,-1.066
590629,Nova Esports,G2 Esports,0,0.444,0.631,-0.186,0.4,0.7,-0.3,-1.2,10.8,-12.0,-6.0,0,1,-6,1,1.0,1.1,-0.1,195.1,220.8,-25.7,0.97,1.08,-0.11,0.69,0.72,-0.03,121.7,142.9,-21.2,0.7,0.8,-0.1,0.29,0.28,0.01,0.09,0.132,-0.042,-1.854,0.807,-2.661,-1.764,1.48,-3.244,-1.626,0.521,-2.147,-2.073,0.558,-2.631,-2.857,1.233,-4.09,-1.65,1.024,-2.674,0.888,0.215,0.673,-1.951,1.443,-3.394,-1.678,0.875,-2.553
590628,Bilibili Gaming,G2 Esports,0,0.533,0.627,-0.094,0.3,0.7,-0.4,-8.0,9.2,-17.2,-10.0,0,1,-10,1,1.0,1.1,-0.1,198.4,220.8,-22.4,0.98,1.08,-0.1,0.72,0.72,-0.01,129.9,142.9,-13.0,0.7,0.8,-0.1,0.31,0.28,0.03,0.108,0.132,-0.024,-0.562,0.807,-1.369,-1.347,1.48,-2.827,-1.456,0.521,-1.977,-0.078,0.558,-0.636,-1.27,1.233,-2.503,-1.498,1.024,-2.522,1.608,0.215,1.393,-0.335,1.443,-1.778,-0.745,0.875,-1.62
590627,Bilibili Gaming,Gen.G,0,0.538,0.636,-0.098,0.4,0.6,-0.2,-6.0,-0.4,-5.6,-8.0,0,1,-8,1,1.0,1.0,-0.0,198.4,202.6,-4.2,0.98,1.05,-0.08,0.72,0.72,0.0,129.9,132.5,-2.6,0.7,0.7,-0.0,0.31,0.27,0.04,0.108,0.102,0.006,-0.562,-0.258,-0.304,-1.347,-0.814,-0.533,-1.456,0.045,-1.501,-0.078,-0.078,0.0,-1.27,-0.761,-0.509,-1.498,-0.606,-0.892,1.608,-0.157,1.765,-0.335,-0.842,0.507,-0.745,-0.349,-0.396
590626,FunPlus Phoenix,Gen.G,0,0.52,0.632,-0.112,0.5,0.6,-0.1,5.6,-3.0,8.6,-7.0,0,1,-7,1,1.0,1.0,-0.0,205.3,202.6,2.7,1.01,1.05,-0.04,0.71,0.72,-0.01,135.1,132.5,2.6,0.7,0.7,-0.0,0.27,0.27,-0.0,0.114,0.102,0.012,-0.967,-0.258,-0.709,-0.478,-0.814,0.336,-0.71,0.045,-0.755,-0.857,-0.078,-0.779,-0.267,-0.761,0.494,-0.752,-0.606,-0.146,-0.343,-0.157,-0.186,0.144,-0.842,0.986,-0.612,-0.349,-0.263
590625,FunPlus Phoenix,Paper Rex,1,0.515,0.696,-0.181,0.4,0.8,-0.4,3.6,0.0,3.6,2.0,1,0,2,1,1.0,1.1,-0.1,205.3,221.8,-16.5,1.01,1.13,-0.11,0.71,0.74,-0.03,135.1,145.2,-10.1,0.7,0.8,-0.1,0.27,0.29,-0.02,0.114,0.126,-0.012,-0.967,1.567,-2.534,-0.478,1.611,-2.089,-0.71,1.369,-2.079,-0.857,1.533,-2.39,-0.267,1.68,-1.947,-0.752,1.703,-2.455,-0.343,0.586,-0.929,0.144,1.031,-0.887,-0.612,1.431,-2.043
590624,Nova Esports,Paper Rex,0,0.451,0.693,-0.242,0.4,0.8,-0.4,3.2,0.0,3.2,-8.0,0,1,-8,1,1.0,1.1,-0.1,195.1,221.8,-26.7,0.97,1.13,-0.16,0.69,0.74,-0.05,121.7,145.2,-23.5,0.7,0.8,-0.1,0.29,0.29,0.01,0.09,0.126,-0.036,-1.854,1.567,-3.421,-1.764,1.611,-3.375,-1.626,1.369,-2.995,-2.073,1.533,-3.606,-2.857,1.68,-4.537,-1.65,1.703,-3.353,0.888,0.586,0.302,-1.951,1.031,-2.982,-1.678,1.431,-3.109
595300,ENVY,FURIA,1,0.75,0.369,0.381,0.7,0.1,0.6,1.6,-6.6,8.2,3.3,2,1,10,3,1.0,1.0,-0.0,210.6,214.9,-4.3,1.06,1.07,-0.0,0.72,0.71,0.01,136.4,139.2,-2.8,0.7,0.8,-0.0,0.26,0.27,-0.01,0.122,0.132,-0.01,-0.308,0.047,-0.355,0.197,0.745,-0.548,0.229,0.266,-0.037,0.398,-0.235,0.633,-0.013,0.527,-0.54,0.187,0.609,-0.422,-0.622,0.029,-0.651,0.745,1.443,-0.698,0.157,0.272,-0.115
595299,FURIA,QoR,1,0.359,0.5,-0.141,0.0,0.5,-0.5,-13.0,2.0,-15.0,6.5,2,0,13,2,1.0,1.0,0.0,214.9,197.0,17.9,1.07,1.0,0.07,0.71,0.72,-0.01,139.2,132.0,7.2,0.8,0.7,0.1,0.27,0.25,0.02,0.132,0.1,0.032,0.047,0.0,0.047,0.745,0.0,0.745,0.266,0.0,0.266,-0.235,0.0,-0.235,0.527,0.0,0.527,0.609,0.0,0.609,0.029,0.0,0.029,1.443,0.0,1.443,0.272,0.0,0.272
595298,ENVY,We Almost Did It,1,0.743,0.0,0.743,0.7,0.0,0.7,-2.4,0.0,-2.4,3.7,2,1,11,3,1.0,1.0,0.0,210.6,197.0,13.6,1.06,1.0,0.06,0.72,0.72,0.0,136.4,132.0,4.4,0.7,0.7,0.0,0.26,0.25,0.01,0.122,0.1,0.022,-0.308,0.0,-0.308,0.197,0.0,0.197,0.229,0.0,0.229,0.398,0.0,0.398,-0.013,0.0,-0.013,0.187,0.0,0.187,-0.622,0.0,-0.622,0.745,0.0,0.745,0.157,0.0,0.157
593555,Eternal Fire,GIANTX,0,0.545,0.444,0.101,0.6,0.6,0.0,-0.4,5.6,-6.0,-0.7,1,2,-2,3,1.0,1.0,-0.0,197.0,203.6,-6.6,1.0,1.03,-0.03,0.72,0.71,0.01,132.0,134.0,-2.0,0.7,0.7,-0.0,0.25,0.28,-0.03,0.1,0.104,-0.004,0.0,-0.004,0.004,0.0,-0.693,0.693,0.0,-0.329,0.329,0.0,-0.235,0.235,0.0,-0.479,0.479,0.0,-0.533,0.533,0.0,0.215,-0.215,0.0,-0.67,0.67,0.0,-0.34,0.34
593556,Team Vitality,Team Liquid Academy,1,0.515,0.6,-0.085,0.6,0.6,0.0,8.2,1.6,6.6,5.0,2,0,10,2,1.1,1.0,0.1,222.3,197.0,25.3,1.16,1.0,0.16,0.73,0.72,0.01,144.0,132.0,12.0,0.8,0.7,0.1,0.28,0.25,0.03,0.126,0.1,0.026,1.618,0.0,1.618,1.679,0.0,1.679,1.848,0.0,1.848,0.88,0.0,0.88,1.453,0.0,1.453,1.636,0.0,1.636,0.401,0.0,0.401,1.031,0.0,1.031,1.328,0.0,1.328
593554,Team Liquid Academy,GIANTX,0,0.75,0.432,0.318,0.75,0.5,0.25,4.2,3.2,1.0,-3.0,1,2,-9,3,1.0,1.0,-0.0,197.0,203.6,-6.6,1.0,1.03,-0.03,0.72,0.71,0.01,132.0,134.0,-2.0,0.7,0.7,-0.0,0.25,0.28,-0.03,0.1,0.104,-0.004,0.0,-0.004,0.004,0.0,-0.693,0.693,0.0,-0.329,0.329,0.0,-0.235,0.235,0.0,-0.479,0.479,0.0,-0.533,0.533,0.0,0.215,-0.215,0.0,-0.67,0.67,0.0,-0.34,0.34
593553,Eternal Fire,Team Vitality,1,0.5,0.522,-0.022,0.5,0.6,-0.1,0.0,10.2,-10.2,0.0,2,1,0,3,1.0,1.1,-0.1,197.0,222.3,-25.3,1.0,1.16,-0.16,0.72,0.73,-0.01,132.0,144.0,-12.0,0.7,0.8,-0.1,0.25,0.28,-0.03,0.1,0.126,-0.026,0.0,1.618,-1.618,0.0,1.679,-1.679,0.0,1.848,-1.848,0.0,0.88,-0.88,0.0,1.453,-1.453,0.0,1.636,-1.636,0.0,0.401,-0.401,0.0,1.031,-1.031,0.0,1.328,-1.328
593551,Team Liquid Academy,FUT Esports,1,0.667,0.577,0.09,0.667,0.6,0.067,4.0,4.8,-0.8,1.7,2,1,5,3,1.0,1.0,-0.0,197.0,200.6,-3.6,1.0,1.0,0.0,0.72,0.71,0.01,132.0,131.7,0.3,0.7,0.7,-0.0,0.25,0.29,-0.04,0.1,0.097,0.003,0.0,-0.756,0.756,0.0,-1.064,1.064,0.0,-0.982,0.982,0.0,-0.806,0.806,0.0,-0.919,0.919,0.0,-1.147,1.147,0.0,0.85,-0.85,0.0,-1.318,1.318,0.0,-0.799,0.799
593552,GIANTX,Natus Vincere,1,0.419,0.548,-0.129,0.5,0.7,-0.2,-2.0,2.2,-4.2,3.5,2,0,7,2,1.0,1.1,-0.0,203.6,217.1,-13.5,1.03,1.11,-0.07,0.71,0.72,-0.01,134.0,142.0,-8.0,0.7,0.8,-0.0,0.28,0.27,0.0,0.104,0.118,-0.014,-0.004,1.06,-1.064,-0.693,1.013,-1.706,-0.329,0.985,-1.314,-0.235,0.558,-0.793,-0.479,1.063,-1.542,-0.533,1.093,-1.626,0.215,0.029,0.186,-0.67,0.449,-1.119,-0.34,0.831,-1.171
593550,Karmine Corp,Team Vitality,0,0.479,0.515,-0.036,0.7,0.6,0.1,5.2,9.0,-3.8,-1.3,1,2,-4,3,1.1,1.1,-0.0,215.5,222.3,-6.8,1.13,1.16,-0.03,0.72,0.73,-0.0,140.8,144.0,-3.2,0.8,0.8,-0.0,0.25,0.28,-0.04,0.11,0.126,-0.016,1.111,1.618,-0.507,0.813,1.679,-0.866,1.335,1.848,-0.513,0.558,0.88,-0.322,0.828,1.453,-0.625,1.23,1.636,-0.406,-1.272,0.401,-1.673,-0.173,1.031,-1.204,0.709,1.328,-0.619
593549,ULF Esports,Eternal Fire,0,0.673,0.444,0.229,0.9,0.444,0.456,9.6,-2.6,12.2,-8.5,0,2,-17,2,1.0,1.0,0.0,199.2,197.0,2.2,1.01,1.0,0.01,0.7,0.72,-0.02,130.7,132.0,-1.3,0.7,0.7,0.0,0.27,0.25,0.02,0.104,0.1,0.004,-0.967,0.0,-0.967,-1.248,0.0,-1.248,-0.787,0.0,-0.787,-1.165,0.0,-1.165,-1.108,0.0,-1.108,-1.048,0.0,-1.048,-0.064,0.0,-0.064,-0.67,0.0,-0.67,-0.839,0.0,-0.839
593544,BRATAN MIX,Team Vitality,0,0.0,0.508,-0.508,0.0,0.5,-0.5,0.0,4.6,-4.6,-7.0,0,2,-14,2,1.0,1.1,-0.1,197.0,222.3,-25.3,1.0,1.16,-0.16,0.72,0.73,-0.01,132.0,144.0,-12.0,0.7,0.8,-0.1,0.25,0.28,-0.03,0.1,0.126,-0.026,0.0,1.618,-1.618,0.0,1.679,-1.679,0.0,1.848,-1.848,0.0,0.88,-0.88,0.0,1.453,-1.453,0.0,1.636,-1.636,0.0,0.401,-0.401,0.0,1.031,-1.031,0.0,1.328,-1.328
593543,Karmine Corp,3BL Esports,1,0.471,0.0,0.471,0.6,0.0,0.6,2.6,-3.0,5.6,7.5,2,0,15,2,1.1,1.0,0.1,215.5,197.0,18.5,1.13,1.0,0.13,0.72,0.72,0.0,140.8,132.0,8.8,0.8,0.7,0.1,0.25,0.25,-0.0,0.11,0.1,0.01,1.111,0.0,1.111,0.813,0.0,0.813,1.335,0.0,1.335,0.558,0.0,0.558,0.828,0.0,0.828,1.23,0.0,1.23,-1.272,0.0,-1.272,-0.173,0.0,-0.173,0.709,0.0,0.709
593547,GIANTX,Ramboot Club,1,0.405,0.5,-0.095,0.5,0.5,0.0,-2.6,-2.0,-0.6,2.7,2,1,8,3,1.0,1.0,0.0,203.6,197.0,6.6,1.03,1.0,0.03,0.71,0.72,-0.01,134.0,132.0,2.0,0.7,0.7,0.0,0.28,0.25,0.03,0.104,0.1,0.004,-0.004,0.0,-0.004,-0.693,0.0,-0.693,-0.329,0.0,-0.329,-0.235,0.0,-0.235,-0.479,0.0,-0.479,-0.533,0.0,-0.533,0.215,0.0,0.215,-0.67,0.0,-0.67,-0.34,0.0,-0.34
593545,BBL Esports,Team Liquid Academy,0,0.567,0.5,0.067,0.7,0.5,0.2,-1.4,0.5,-1.9,-5.5,0,2,-11,2,1.0,1.0,0.0,197.0,197.0,0.0,1.02,1.0,0.02,0.71,0.72,-0.01,129.7,132.0,-2.3,0.7,0.7,-0.0,0.29,0.25,0.04,0.102,0.1,0.002,-0.714,0.0,-0.714,-1.519,0.0,-1.519,-0.595,0.0,-0.595,-0.547,0.0,-0.547,-1.309,0.0,-1.309,-1.574,0.0,-1.574,0.865,0.0,0.865,-0.842,0.0,-0.842,-0.829,0.0,-0.829
593548,Gentle Mates,Natus Vincere,0,0.525,0.542,-0.017,0.3,0.7,-0.4,8.0,0.6,7.4,0.3,1,2,1,3,1.0,1.1,-0.0,209.4,217.1,-7.7,1.06,1.11,-0.05,0.71,0.72,-0.01,136.1,142.0,-5.9,0.7,0.8,-0.0,0.27,0.27,-0.01,0.114,0.118,-0.004,0.047,1.06,-1.013,0.045,1.013,-0.968,0.119,0.985,-0.866,-0.391,0.558,-0.949,-0.071,1.063,-1.134,0.187,1.093,-0.906,-0.25,0.029,-0.279,0.144,0.449,-0.305,0.003,0.831,-0.828
593541,ULF Esports,Galatasaray Esports,1,0.667,0.333,0.333,0.9,0.333,0.567,9.0,-1.8,10.8,6.0,2,0,12,2,1.0,1.0,0.0,199.2,197.0,2.2,1.01,1.0,0.01,0.7,0.72,-0.02,130.7,132.0,-1.3,0.7,0.7,0.0,0.27,0.25,0.02,0.104,0.1,0.004,-0.967,0.0,-0.967,-1.248,0.0,-1.248,-0.787,0.0,-0.787,-1.165,0.0,-1.165,-1.108,0.0,-1.108,-1.048,0.0,-1.048,-0.064,0.0,-0.064,-0.67,0.0,-0.67,-0.839,0.0,-0.839
593546,Nuxeria Esport,FUT Esports,0,0.5,0.573,-0.073,0.5,0.6,-0.1,3.5,2.2,1.3,-5.0,0,2,-10,2,1.0,1.0,-0.0,197.0,200.6,-3.6,1.0,1.0,0.0,0.72,0.71,0.01,132.0,131.7,0.3,0.7,0.7,-0.0,0.25,0.29,-0.04,0.1,0.097,0.003,0.0,-0.756,0.756,0.0,-1.064,1.064,0.0,-0.982,0.982,0.0,-0.806,0.806,0.0,-0.919,0.919,0.0,-1.147,1.147,0.0,0.85,-0.85,0.0,-1.318,1.318,0.0,-0.799,0.799
587278,T1,FNATIC,1,0.556,0.737,-0.181,0.5,0.6,-0.1,6.2,2.8,3.4,2.4,3,2,12,5,1.0,1.0,-0.0,210.1,206.3,3.8,1.06,1.07,-0.0,0.71,0.72,-0.0,136.2,135.5,0.7,0.7,0.7,0.0,0.27,0.27,-0.0,0.112,0.112,0.0,-0.105,0.097,-0.202,0.128,-0.347,0.475,0.229,0.266,-0.037,-0.235,0.08,-0.315,-0.044,-0.183,0.139,0.044,-0.171,0.215,-0.25,-0.157,-0.093,-0.013,-0.013,0.0,-0.017,0.107,-0.124
591987,Shopify Rebellion Black,Sentinels,0,0.4,0.628,-0.228,0.4,0.7,-0.3,-4.2,6.0,-10.2,-3.5,0,2,-7,2,1.0,1.1,-0.1,197.0,213.8,-16.8,1.0,1.1,-0.1,0.72,0.74,-0.02,132.0,140.3,-8.3,0.7,0.8,-0.1,0.25,0.29,-0.04,0.1,0.106,-0.006,0.0,1.111,-1.111,0.0,0.596,-0.596,0.0,0.95,-0.95,0.0,1.699,-1.699,0.0,0.735,-0.735,0.0,0.539,-0.539,0.0,0.958,-0.958,0.0,-0.501,0.501,0.0,0.792,-0.792
591986,Sentinels,100 Thieves,1,0.625,0.507,0.118,0.7,0.6,0.1,4.2,4.8,-0.6,3.5,2,0,7,2,1.1,1.1,0.0,213.8,219.4,-5.6,1.1,1.09,0.01,0.74,0.73,0.01,140.3,141.4,-1.1,0.8,0.8,-0.0,0.29,0.27,0.02,0.106,0.13,-0.024,1.111,1.01,0.101,0.596,1.306,-0.71,0.95,0.772,0.178,1.699,1.042,0.657,0.735,0.955,-0.22,0.539,1.23,-0.691,0.958,0.029,0.929,-0.501,1.308,-1.809,0.792,0.924,-0.132
587277,Gen.G,FNATIC,0,0.638,0.735,-0.096,0.6,0.6,0.0,2.2,2.2,0.0,-5.5,0,2,-11,2,1.0,1.0,-0.0,202.6,206.3,-3.7,1.05,1.07,-0.01,0.72,0.72,-0.0,132.5,135.5,-3.0,0.7,0.7,-0.0,0.27,0.27,0.0,0.102,0.112,-0.01,-0.258,0.097,-0.355,-0.814,-0.347,-0.467,0.045,0.266,-0.221,-0.078,0.08,-0.158,-0.761,-0.183,-0.578,-0.606,-0.171,-0.435,-0.157,-0.157,0.0,-0.842,-0.013,-0.829,-0.349,0.107,-0.456
587276,T1,SLT Seongnam,1,0.551,0.5,0.051,0.5,0.5,0.0,4.4,-2.2,6.6,3.5,2,0,7,2,1.0,1.0,0.0,210.1,197.0,13.1,1.06,1.0,0.06,0.71,0.72,-0.01,136.2,132.0,4.2,0.7,0.7,0.0,0.27,0.25,0.02,0.112,0.1,0.012,-0.105,0.0,-0.105,0.128,0.0,0.128,0.229,0.0,0.229,-0.235,0.0,-0.235,-0.044,0.0,-0.044,0.044,0.0,0.044,-0.25,0.0,-0.25,-0.013,0.0,-0.013,-0.017,0.0,-0.017
591983,100 Thieves,Sentinels,0,0.514,0.622,-0.108,0.7,0.6,0.1,10.6,0.6,10.0,-10.0,0,2,-20,2,1.1,1.1,-0.0,219.4,213.8,5.6,1.09,1.1,-0.01,0.73,0.74,-0.01,141.4,140.3,1.1,0.8,0.8,0.0,0.27,0.29,-0.02,0.13,0.106,0.024,1.01,1.111,-0.101,1.306,0.596,0.71,0.772,0.95,-0.178,1.042,1.699,-0.657,0.955,0.735,0.22,1.23,0.539,0.691,0.029,0.958,-0.929,1.308,-0.501,1.809,0.924,0.792,0.132
591982,Shopify Rebellion Black,Sentinels,1,0.25,0.627,-0.377,0.25,0.6,-0.35,-6.5,3.6,-10.1,2.5,2,0,5,2,1.0,1.1,-0.1,197.0,213.8,-16.8,1.0,1.1,-0.1,0.72,0.74,-0.02,132.0,140.3,-8.3,0.7,0.8,-0.1,0.25,0.29,-0.04,0.1,0.106,-0.006,0.0,1.111,-1.111,0.0,0.596,-0.596,0.0,0.95,-0.95,0.0,1.699,-1.699,0.0,0.735,-0.735,0.0,0.539,-0.539,0.0,0.958,-0.958,0.0,-0.501,0.501,0.0,0.792,-0.792
591981,Shopify Rebellion Black,FURIA,1,0.0,0.365,-0.365,0.0,0.1,-0.1,-12.0,-14.8,2.8,5.0,2,0,10,2,1.0,1.0,-0.0,197.0,214.9,-17.9,1.0,1.07,-0.07,0.72,0.71,0.01,132.0,139.2,-7.2,0.7,0.8,-0.1,0.25,0.27,-0.02,0.1,0.132,-0.032,0.0,0.047,-0.047,0.0,0.745,-0.745,0.0,0.266,-0.266,0.0,-0.235,0.235,0.0,0.527,-0.527,0.0,0.609,-0.609,0.0,0.029,-0.029,0.0,1.443,-1.443,0.0,0.272,-0.272
591467,Natus Vincere,Gamax Esports,1,0.535,0.0,0.535,0.6,0.0,0.6,1.6,-17.0,18.6,3.7,2,1,11,3,1.1,1.0,0.1,217.1,197.0,20.1,1.11,1.0,0.11,0.72,0.72,0.0,142.0,132.0,10.0,0.8,0.7,0.1,0.27,0.25,0.02,0.118,0.1,0.018,1.06,0.0,1.06,1.013,0.0,1.013,0.985,0.0,0.985,0.558,0.0,0.558,1.063,0.0,1.063,1.093,0.0,1.093,0.029,0.0,0.029,0.449,0.0,0.449,0.831,0.0,0.831
591468,Gentle Mates,trashcan,1,0.517,0.0,0.517,0.3,0.0,0.3,1.8,-8.0,9.8,11.5,2,0,23,2,1.0,1.0,0.0,209.4,197.0,12.4,1.06,1.0,0.06,0.71,0.72,-0.01,136.1,132.0,4.1,0.7,0.7,0.0,0.27,0.25,0.02,0.114,0.1,0.014,0.047,0.0,0.047,0.045,0.0,0.045,0.119,0.0,0.119,-0.391,0.0,-0.391,-0.071,0.0,-0.071,0.187,0.0,0.187,-0.25,0.0,-0.25,0.144,0.0,0.144,0.003,0.0,0.003
591463,Team Vitality,Galatasaray Esports,1,0.5,0.375,0.125,0.4,0.375,0.025,3.6,0.4,3.2,6.5,2,0,13,2,1.1,1.0,0.1,222.3,197.0,25.3,1.16,1.0,0.16,0.73,0.72,0.01,144.0,132.0,12.0,0.8,0.7,0.1,0.28,0.25,0.03,0.126,0.1,0.026,1.618,0.0,1.618,1.679,0.0,1.679,1.848,0.0,1.848,0.88,0.0,0.88,1.453,0.0,1.453,1.636,0.0,1.636,0.401,0.0,0.401,1.031,0.0,1.031,1.328,0.0,1.328
591464,FUT Esports,Eternal Fire,1,0.569,0.5,0.069,0.5,0.5,0.0,2.0,-1.4,3.4,3.0,2,1,9,3,1.0,1.0,0.0,200.6,197.0,3.6,1.0,1.0,0.0,0.71,0.72,-0.01,131.7,132.0,-0.3,0.7,0.7,0.0,0.29,0.25,0.04,0.097,0.1,-0.003,-0.756,0.0,-0.756,-1.064,0.0,-1.064,-0.982,0.0,-0.982,-0.806,0.0,-0.806,-0.919,0.0,-0.919,-1.147,0.0,-1.147,0.85,0.0,0.85,-1.318,0.0,-1.318,-0.799,0.0,-0.799
