match_id,team1,team2,event,series,winner,score_diff,total_rnd_diff,num_maps,avg_round_diff,max_round_diff,min_round_diff,maps_played,t1_matches,t1_wins,t1_map_diff,t1_round_diff,t2_matches,t2_wins,t2_map_diff,t2_round_diff
489425,TALON,Global Esports,Esports World Cup 2025,Pacific X Asian Champions League Qualifier–Day 1,0,-1,-3,1,-3.0,-3,-3,Ascent,62,28,-9,-82,45,16,-20,-89
489422,Paper Rex,TALON,Esports World Cup 2025,Pacific X Asian Champions League Qualifier–Day 1,1,1,4,1,4.0,4,4,Sunset,115,81,78,466,62,28,-9,-82
489423,T1,Global Esports,Esports World Cup 2025,Pacific X Asian Champions League Qualifier–Day 1,0,-1,-6,1,-6.0,-6,-6,Ascent,94,53,15,133,45,16,-20,-89
488015,Cloud9,NRG,Esports World Cup 2025,Americas Qualifier–Lower Final,0,-2,-8,2,-4.0,-4,-4,Split|Icebox,83,43,-2,43,80,54,43,300
487997,FUT Esports,Natus Vincere,Esports World Cup 2025,EMEA Qualifier–Lower Final,1,2,8,2,4.0,6,2,Pearl|Ascent,99,57,12,98,65,33,-5,-9
488014,KRÜ Esports,NRG,Esports World Cup 2025,Americas Qualifier–Lower Round 3,0,-2,-12,2,-6.0,-3,-9,Lotus|Icebox,66,29,-9,-7,80,54,43,300
486222,ENVY,YFP,Challengers 2025: North America ACE Stage 2,Playoffs–Upper Quarterfinals,1,2,10,2,5.0,8,2,Haven|Lotus,37,28,34,227,3,0,-5,-23
487996,Natus Vincere,Gentle Mates,Esports World Cup 2025,EMEA Qualifier–Lower Round 3,1,1,9,3,3.0,9,-3,Fracture|Ascent|Icebox,65,33,-5,-9,58,29,4,3
488009,100 Thieves,Cloud9,Esports World Cup 2025,Americas Qualifier–Upper Final,1,2,9,2,4.5,5,4,Haven|Split,68,33,2,42,83,43,-2,43
488012,KRÜ Esports,LEVIATÁN,Esports World Cup 2025,Americas Qualifier–Lower Round 2,1,2,10,2,5.0,8,2,Haven|Pearl,66,29,-9,-7,75,41,21,76
488013,NRG,2Game Esports,Esports World Cup 2025,Americas Qualifier–Lower Round 2,1,2,15,2,7.5,9,6,Pearl|Haven,80,54,43,300,21,5,-20,-133
482513,FNATIC,Team Heretics,VCT 2025: EMEA Stage 1,Playoffs–Grand Final,1,3,15,3,5.0,9,2,Split|Icebox|Fracture,97,66,56,388,92,53,31,138
487991,FUT Esports,Karmine Corp,Esports World Cup 2025,EMEA Qualifier–Upper Final,0,-1,-4,3,-1.3333333333333333,4,-6,Lotus|Ascent|Haven,99,57,12,98,65,32,0,27
487994,Natus Vincere,GIANTX,Esports World Cup 2025,EMEA Qualifier–Lower Round 2,1,2,11,2,5.5,6,5,Ascent|Pearl,65,33,-5,-9,46,21,-3,-117
487995,Team Vitality,Gentle Mates,Esports World Cup 2025,EMEA Qualifier–Lower Round 2,0,-1,-3,3,-1.0,7,-8,Split|Icebox|Haven,62,32,1,56,58,29,4,3
481652,Paper Rex,DRX,HERO ESPORTS ASIAN CHAMPIONS LEAGUE 2025,Main Event–Grand Final,0,-2,-13,4,-3.25,2,-9,Split|Ascent|Lotus|Icebox,115,81,78,466,118,70,27,178
488007,100 Thieves,NRG,Esports World Cup 2025,Americas Qualifier–Upper Semifinals,1,1,2,3,0.6666666666666666,4,-6,Haven|Ascent|Fracture,68,33,2,42,80,54,43,300
488008,KRÜ Esports,Cloud9,Esports World Cup 2025,Americas Qualifier–Upper Semifinals,0,-1,-10,3,-3.333333333333333,4,-8,Pearl|Split|Lotus,66,29,-9,-7,83,43,-2,43
488010,FURIA,LEVIATÁN,Esports World Cup 2025,Americas Qualifier–Lower Round 1,0,-2,-8,2,-4.0,-2,-6,Icebox|Lotus,60,20,-38,-295,75,41,21,76
482512,Team Heretics,Team Liquid,VCT 2025: EMEA Stage 1,Playoffs–Lower Final,1,3,24,3,8.0,11,3,Haven|Ascent|Icebox,92,53,31,138,70,38,6,79
487989,FUT Esports,Team Vitality,Esports World Cup 2025,EMEA Qualifier–Upper Semifinals,1,2,14,2,7.0,7,7,Fracture|Haven,99,57,12,98,62,32,1,56
487990,Natus Vincere,Karmine Corp,Esports World Cup 2025,EMEA Qualifier–Upper Semifinals,0,-2,-8,2,-4.0,-2,-6,Haven|Icebox,65,33,-5,-9,65,32,0,27
487992,Apeks,GIANTX,Esports World Cup 2025,EMEA Qualifier–Lower Round 1,0,-2,-7,2,-3.5,-2,-5,Haven|Lotus,13,2,-14,-85,46,21,-3,-117
487993,Gentle Mates,KOI,Esports World Cup 2025,EMEA Qualifier–Lower Round 1,1,2,8,2,4.0,5,3,Haven|Ascent,58,29,4,3,34,9,-25,-148
488003,100 Thieves,FURIA,Esports World Cup 2025,Americas Qualifier–Upper Quarterfinals,1,2,17,2,8.5,11,6,Haven|Icebox,68,33,2,42,60,20,-38,-295
488004,LEVIATÁN,NRG,Esports World Cup 2025,Americas Qualifier–Upper Quarterfinals,0,-2,-7,2,-3.5,-2,-5,Pearl|Icebox,75,41,21,76,80,54,43,300
488005,Cloud9,2Game Esports,Esports World Cup 2025,Americas Qualifier–Upper Quarterfinals,1,2,10,2,5.0,8,2,Lotus|Haven,83,43,-2,43,21,5,-20,-133
479315,Team Liquid Brazil,MIBR GC,Game Changers 2025: Brazil Stage 1,Main Stage–Grand Final,1,3,27,3,9.0,11,5,Pearl|Icebox|Fracture,56,43,60,392,60,39,35,316
482511,Team Liquid,BBL Esports,VCT 2025: EMEA Stage 1,Playoffs–Lower Round 3,1,1,1,3,0.3333333333333333,5,-6,Haven|Split|Fracture,70,38,6,79,62,37,19,108
482515,Team Heretics,FNATIC,VCT 2025: EMEA Stage 1,Playoffs–Upper Final,0,-2,-12,2,-6.0,-5,-7,Fracture|Icebox,92,53,31,138,97,66,56,388
481657,Xi Lai Gaming,DRX,HERO ESPORTS ASIAN CHAMPIONS LEAGUE 2025,Main Event–Lower Final,0,-1,-5,3,-1.6666666666666667,8,-7,Icebox|Haven|Ascent,60,35,18,93,118,70,27,178
481656,DRX,Bilibili Gaming,HERO ESPORTS ASIAN CHAMPIONS LEAGUE 2025,Main Event–Lower Round 3,1,2,11,2,5.5,8,3,Sunset|Lotus,118,70,27,178,104,52,5,-43
485880,Shopify Rebellion Gold,Prosperity Esports,Challengers 2025: North America ACE Stage 2,Promotion/Relegation–Promotion Match,0,-2,-10,4,-2.5,3,-7,Split|Lotus|Icebox|Haven,76,54,60,395,2,2,3,14
481655,Bilibili Gaming,Trace Esports,HERO ESPORTS ASIAN CHAMPIONS LEAGUE 2025,Main Event–Lower Round 2,1,2,13,2,6.5,9,4,Pearl|Split,104,52,5,-43,91,48,1,5
481651,Xi Lai Gaming,Paper Rex,HERO ESPORTS ASIAN CHAMPIONS LEAGUE 2025,Main Event–Upper Final,0,-2,-7,2,-3.5,-2,-5,Icebox|Lotus,60,35,18,93,115,81,78,466
485014,Ninetails,CNE Changers,Game Changers 2025: Korea Stage 1,Playoffs–Grand Final,1,2,12,4,3.0,9,-3,Ascent|Lotus|Pearl|Icebox,10,6,2,25,2,0,-5,-33
481654,Bilibili Gaming,DRX,HERO ESPORTS ASIAN CHAMPIONS LEAGUE 2025,Main Event–Lower Round 2,0,-2,-14,2,-7.0,-2,-12,Haven|Icebox,104,52,5,-43,118,70,27,178
481653,Trace Esports,ZETA DIVISION,HERO ESPORTS ASIAN CHAMPIONS LEAGUE 2025,Main Event–Lower Round 1,1,1,6,3,2.0,8,-6,Haven|Lotus|Ascent,91,48,1,5,58,24,-21,-187
485380,EDward Gaming,Titan Esports Club,China Evolution Series: Act 2 X Asian Champions League,Main Event–Grand Final,1,3,13,3,4.333333333333333,6,3,Haven|Lotus|Ascent,133,84,73,457,57,22,-25,-164
482509,Team Liquid,Natus Vincere,VCT 2025: EMEA Stage 1,Playoffs–Lower Round 2,1,1,12,3,4.0,9,-2,Icebox|Split|Ascent,70,38,6,79,65,33,-5,-9
482510,BBL Esports,FUT Esports,VCT 2025: EMEA Stage 1,Playoffs–Lower Round 2,1,1,12,3,4.0,11,-2,Ascent|Split|Haven,62,37,19,108,99,57,12,98
485381,Trace Esports,Wolves Esports,China Evolution Series: Act 2 X Asian Champions League,Main Event–Consolation Final,1,3,8,3,2.6666666666666665,4,2,Ascent|Haven|Pearl,91,48,1,5,67,34,2,-36
473844,Gen.G,Rex Regum Qeon,VCT 2025: Pacific Stage 1,Playoffs–Grand Final,0,-2,-3,4,-0.75,5,-4,Haven|Ascent|Lotus|Icebox,105,67,44,332,65,31,-5,-25
482508,Team Liquid,FNATIC,VCT 2025: EMEA Stage 1,Playoffs–Upper Semifinals,0,-1,-3,3,-1.0,2,-3,Split|Icebox|Fracture,70,38,6,79,97,66,56,388
482507,Team Heretics,BBL Esports,VCT 2025: EMEA Stage 1,Playoffs–Upper Semifinals,1,2,5,2,2.5,3,2,Icebox|Ascent,92,53,31,138,62,37,19,108
485379,Titan Esports Club,Wolves Esports,China Evolution Series: Act 2 X Asian Champions League,Main Event–Semifinals,1,1,1,3,0.3333333333333333,5,-6,Haven|Split|Lotus,57,22,-25,-164,67,34,2,-36
485378,EDward Gaming,Trace Esports,China Evolution Series: Act 2 X Asian Champions League,Main Event–Semifinals,1,2,4,2,2.0,2,2,Lotus|Pearl,133,84,73,457,91,48,1,5
473843,Rex Regum Qeon,Paper Rex,VCT 2025: Pacific Stage 1,Playoffs–Lower Final,1,1,-10,5,-2.0,7,-11,Fracture|Split|Pearl|Icebox|Ascent,65,31,-5,-25,115,81,78,466
482506,FUT Esports,Team Vitality,VCT 2025: EMEA Stage 1,Playoffs–Lower Round 1,1,2,13,2,6.5,7,6,Split|Fracture,99,57,12,98,62,32,1,56
482505,Natus Vincere,Karmine Corp,VCT 2025: EMEA Stage 1,Playoffs–Lower Round 1,1,1,2,3,0.6666666666666666,2,-2,Icebox|Split|Ascent,65,33,-5,-9,65,32,0,27
485377,Wolves Esports,TYLOO,China Evolution Series: Act 2 X Asian Champions League,Main Event–Quarterfinals,1,1,5,3,1.6666666666666667,10,-8,Lotus|Icebox|Pearl,67,34,2,-36,56,21,-27,-138
473842,DRX,Paper Rex,VCT 2025: Pacific Stage 1,Playoffs–Lower Round 3,0,-2,-7,2,-3.5,-2,-5,Lotus|Icebox,118,70,27,178,115,81,78,466
485376,Dragon Ranger Gaming,Titan Esports Club,China Evolution Series: Act 2 X Asian Champions League,Main Event–Quarterfinals,0,-2,-8,2,-4.0,-2,-6,Sunset|Split,56,23,-17,-164,57,22,-25,-164
473841,Gen.G,Rex Regum Qeon,VCT 2025: Pacific Stage 1,Playoffs–Upper Final,1,2,13,2,6.5,8,5,Lotus|Icebox,105,67,44,332,65,31,-5,-25
485375,Trace Esports,Nova Esports,China Evolution Series: Act 2 X Asian Champions League,Main Event–Quarterfinals,1,1,12,3,4.0,8,-2,Haven|Sunset|Split,91,48,1,5,66,30,-9,-22
485374,EDward Gaming,FunPlus Phoenix,China Evolution Series: Act 2 X Asian Champions League,Main Event–Quarterfinals,1,2,2,2,1.0,2,0,Haven|Pearl,133,84,73,457,94,48,-3,100
482504,FNATIC,FUT Esports,VCT 2025: EMEA Stage 1,Playoffs–Upper Round 1,1,2,12,2,6.0,7,5,Split|Lotus,97,66,56,388,99,57,12,98
482503,BBL Esports,Natus Vincere,VCT 2025: EMEA Stage 1,Playoffs–Upper Round 1,1,2,7,2,3.5,4,3,Lotus|Fracture,62,37,19,108,65,33,-5,-9
485373,JDG Esports,TYLOO,China Evolution Series: Act 2 X Asian Champions League,Main Event–Round of 12,0,-2,-11,2,-5.5,-5,-6,Sunset|Split,49,19,-10,-1,56,21,-27,-138
485372,Titan Esports Club,Bilibili Gaming,China Evolution Series: Act 2 X Asian Champions League,Main Event–Round of 12,1,2,20,2,10.0,11,9,Haven|Icebox,57,22,-25,-164,104,52,5,-43
485371,Nova Esports,Xi Lai Gaming,China Evolution Series: Act 2 X Asian Champions League,Main Event–Round of 12,1,1,16,3,5.333333333333333,11,-3,Sunset|Lotus|Haven,66,30,-9,-22,60,35,18,93
485370,FunPlus Phoenix,All Gamers,China Evolution Series: Act 2 X Asian Champions League,Main Event–Round of 12,1,1,16,3,5.333333333333333,12,-4,Sunset|Haven|Split,94,48,-3,100,45,13,-33,-253
481614,Shopify Rebellion Gold,FlyQuest RED,Game Changers 2025: North America Stage 1,Swiss Stage–Round 4,1,2,13,2,6.5,7,6,Lotus|Split,76,54,60,395,12,2,-13,-72
475902,Sentinels,G2 Esports,VCT 2025: Americas Stage 1,Playoffs–Grand Final,0,-2,-8,4,-2.0,3,-4,Haven|Split|Pearl|Ascent,108,70,52,324,104,64,41,285
473840,BOOM Esports,Paper Rex,VCT 2025: Pacific Stage 1,Playoffs–Lower Round 2,0,-2,-13,2,-6.5,-5,-8,Lotus|Fracture,18,6,-9,-54,115,81,78,466
473244,Xi Lai Gaming,Bilibili Gaming,VCT 2025: China Stage 1,Playoffs–Grand Final,1,2,2,4,0.5,3,-5,Fracture|Lotus|Pearl|Haven,60,35,18,93,104,52,5,-43
473839,DRX,TALON,VCT 2025: Pacific Stage 1,Playoffs–Lower Round 2,1,2,11,2,5.5,9,2,Icebox|Fracture,118,70,27,178,62,28,-9,-82
475908,MIBR,G2 Esports,VCT 2025: Americas Stage 1,Playoffs–Lower Final,0,-2,-7,4,-1.75,3,-5,Haven|Lotus|Split|Ascent,62,29,-10,-82,104,64,41,285
482176,G2 Gozen,Team Falcons Vega,Red Bull Instalock 2025,Main Event–Grand Final,0,-1,-2,5,-0.4,6,-5,Lotus|Haven|Fracture|Icebox|Pearl,119,85,100,657,21,9,-9,-50
473836,T1,Paper Rex,VCT 2025: Pacific Stage 1,Playoffs–Lower Round 1,0,-1,-10,3,-3.333333333333333,10,-11,Fracture|Ascent|Lotus,94,53,15,133,115,81,78,466
473243,Wolves Esports,Bilibili Gaming,VCT 2025: China Stage 1,Playoffs–Lower Final,0,-3,-12,3,-4.0,-2,-6,Pearl|Lotus|Icebox,67,34,2,-36,104,52,5,-43
473835,TALON,Nongshim RedForce,VCT 2025: Pacific Stage 1,Playoffs–Lower Round 1,1,1,2,3,0.6666666666666666,4,-6,Haven|Pearl|Ascent,62,28,-9,-82,25,14,6,35
475907,G2 Esports,Evil Geniuses,VCT 2025: Americas Stage 1,Playoffs–Lower Round 3,1,1,4,3,1.3333333333333333,6,-4,Lotus|Split|Pearl,104,64,41,285,57,30,5,12
475901,MIBR,Sentinels,VCT 2025: Americas Stage 1,Playoffs–Upper Final,0,-2,-8,2,-4.0,-2,-6,Lotus|Split,62,29,-10,-82,108,70,52,324
482175,Team Falcons Vega,G2 Gozen,Red Bull Instalock 2025,Main Event–Upper Final,0,-2,-7,2,-3.5,-3,-4,Icebox|Split,21,9,-9,-50,119,85,100,657
482177,GIANTX GC,FlyQuest RED,Red Bull Instalock 2025,Main Event–Lower Round 1,0,-2,-15,2,-7.5,-4,-11,Icebox|Ascent,78,45,19,135,12,2,-13,-72
459857,FNATIC,Team Heretics,VCT 2025: EMEA Stage 1,Group Stage–Week 5,0,-2,-11,2,-5.5,-3,-8,Haven|Lotus,97,66,56,388,92,53,31,138
459856,Team Liquid,Karmine Corp,VCT 2025: EMEA Stage 1,Group Stage–Week 5,1,1,10,3,3.333333333333333,7,-4,Icebox|Lotus|Split,70,38,6,79,65,32,0,27
482174,G2 Gozen,FlyQuest RED,Red Bull Instalock 2025,Main Event–Upper Semifinals,1,1,3,3,1.0,6,-5,Haven|Icebox|Pearl,119,85,100,657,12,2,-13,-72
473242,EDward Gaming,Bilibili Gaming,VCT 2025: China Stage 1,Playoffs–Lower Round 3,0,-1,-2,3,-0.6666666666666666,5,-5,Fracture|Icebox|Pearl,133,84,73,457,104,52,5,-43
482173,Team Falcons Vega,GIANTX GC,Red Bull Instalock 2025,Main Event–Upper Semifinals,1,1,8,3,2.6666666666666665,8,-4,Lotus|Icebox|Split,21,9,-9,-50,78,45,19,135
473241,Wolves Esports,Xi Lai Gaming,VCT 2025: China Stage 1,Playoffs–Upper Final,0,-2,-8,2,-4.0,-2,-6,Pearl|Lotus,67,34,2,-36,60,35,18,93
479317,MIBR GC,2Game Esports GC,Game Changers 2025: Brazil Stage 1,Main Stage–Lower Final,1,3,24,3,8.0,11,5,Lotus|Haven|Fracture,60,39,35,316,6,0,-15,-88
479314,Team Liquid Brazil,MIBR GC,Game Changers 2025: Brazil Stage 1,Main Stage–Upper Final,1,2,7,2,3.5,5,2,Haven|Fracture,56,43,60,392,60,39,35,316
475123,KRÜ BLAZE,University War GC,Game Changers 2025: LATAM South Stage 1,Playoffs–Grand Final,1,3,23,3,7.666666666666667,9,5,Lotus|Split|Pearl,48,39,62,506,5,1,-8,-65
479313,MIBR GC,2Game Esports GC,Game Changers 2025: Brazil Stage 1,Main Stage–Upper Semifinals,1,2,8,2,4.0,6,2,Fracture|Lotus,60,39,35,316,6,0,-15,-88
479312,Team Liquid Brazil,Corinthians Esports Inclusivo,Game Changers 2025: Brazil Stage 1,Main Stage–Upper Semifinals,1,2,21,2,10.5,12,9,Icebox|Lotus,56,43,60,392,5,0,-10,-88
479486,Nova Esports GC,Havoc & Yonder GC,Game Changers 2025: China Stage 1,Group Stage–Winner's (B),1,2,16,2,8.0,12,4,Ascent|Icebox,16,9,5,75,2,0,-3,-28
475905,G2 Esports,100 Thieves,VCT 2025: Americas Stage 1,Playoffs–Lower Round 2,1,1,9,3,3.0,9,-2,Haven|Split|Pearl,104,64,41,285,68,33,2,42
475906,KRÜ Esports,Evil Geniuses,VCT 2025: Americas Stage 1,Playoffs–Lower Round 2,0,-2,-4,2,-2.0,-2,-2,Lotus|Icebox,66,29,-9,-7,57,30,5,12
473838,Rex Regum Qeon,DRX,VCT 2025: Pacific Stage 1,Playoffs–Upper Semifinals,1,1,9,3,3.0,9,-2,Fracture|Icebox|Lotus,65,31,-5,-25,118,70,27,178
479484,Nova Esports GC,Antler Crane Esports Alliance,Game Changers 2025: China Stage 1,Group Stage–Opening (B),1,2,22,2,11.0,12,10,Haven|Pearl,16,9,5,75,1,0,-2,-22
473837,BOOM Esports,Gen.G,VCT 2025: Pacific Stage 1,Playoffs–Upper Semifinals,0,-2,-12,2,-6.0,-5,-7,Split|Ascent,18,6,-9,-54,105,67,44,332
475900,G2 Esports,Sentinels,VCT 2025: Americas Stage 1,Playoffs–Upper Semifinals,0,-1,4,3,1.3333333333333333,8,-2,Split|Icebox|Ascent,104,64,41,285,108,70,52,324
475899,KRÜ Esports,MIBR,VCT 2025: Americas Stage 1,Playoffs–Upper Semifinals,0,-2,-13,2,-6.5,-5,-8,Lotus|Icebox,66,29,-9,-7,62,29,-10,-82
473834,DRX,T1,VCT 2025: Pacific Stage 1,Playoffs–Upper Round 1,1,2,4,2,2.0,2,2,Lotus|Fracture,118,70,27,178,94,53,15,133
473833,TALON,Gen.G,VCT 2025: Pacific Stage 1,Playoffs–Upper Round 1,0,-1,-10,3,-3.333333333333333,7,-10,Haven|Icebox|Pearl,62,28,-9,-82,105,67,44,332
475904,Cloud9,Evil Geniuses,VCT 2025: Americas Stage 1,Playoffs–Lower Round 1,0,-2,-6,2,-3.0,-2,-4,Fracture|Icebox,83,43,-2,43,57,30,5,12
475903,100 Thieves,NRG,VCT 2025: Americas Stage 1,Playoffs–Lower Round 1,1,2,10,2,5.0,8,2,Fracture|Haven,68,33,2,42,80,54,43,300
475898,Sentinels,Cloud9,VCT 2025: Americas Stage 1,Playoffs–Upper Round 1,1,2,8,2,4.0,4,4,Ascent|Pearl,108,70,52,324,83,43,-2,43
475897,MIBR,100 Thieves,VCT 2025: Americas Stage 1,Playoffs–Upper Round 1,1,2,12,2,6.0,9,3,Split|Icebox,62,29,-10,-82,68,33,2,42
459855,Team Vitality,Natus Vincere,VCT 2025: EMEA Stage 1,Group Stage–Week 5,0,-2,-10,2,-5.0,-2,-8,Haven|Icebox,62,32,1,56,65,33,-5,-9
459854,Gentle Mates,KOI,VCT 2025: EMEA Stage 1,Group Stage–Week 5,0,-1,-9,3,-3.0,2,-7,Split|Icebox|Fracture,58,29,4,3,34,9,-25,-148
475122,KRÜ BLAZE,LEVIATÁN GC,Game Changers 2025: LATAM South Stage 1,Playoffs–Upper Final,1,2,7,2,3.5,5,2,Haven|Icebox,48,39,62,506,8,2,-5,-53
474632,TSM,ENVY,Challengers 2025: North America ACE Stage 2,Swiss Stage–Round 4,0,-1,-7,3,-2.333333333333333,2,-7,Split|Lotus|Ascent,7,2,-4,-12,37,28,34,227
459853,GIANTX,Apeks,VCT 2025: EMEA Stage 1,Group Stage–Week 5,1,2,10,2,5.0,6,4,Lotus|Ascent,46,21,-3,-117,13,2,-14,-85
459852,BBL Esports,FUT Esports,VCT 2025: EMEA Stage 1,Group Stage–Week 5,1,2,4,2,2.0,2,2,Ascent|Icebox,62,37,19,108,99,57,12,98
473941,Shopify Rebellion Gold,Wadadaa,Game Changers 2025: North America Stage 1,Swiss Stage–Round 2,1,1,2,3,0.6666666666666666,7,-7,Split|Ascent|Icebox,76,54,60,395,6,0,-10,-69
475120,KRÜ BLAZE,University War GC,Game Changers 2025: LATAM South Stage 1,Playoffs–Upper Semifinals,1,2,15,2,7.5,8,7,Fracture|Haven,48,39,62,506,5,1,-8,-65
458835,Rex Regum Qeon,Team Secret,VCT 2025: Pacific Stage 1,Group Stage–Week 5,0,-1,-10,3,-3.333333333333333,2,-8,Haven|Ascent|Lotus,65,31,-5,-25,60,29,-2,-16
458834,DetonatioN FocusMe,BOOM Esports,VCT 2025: Pacific Stage 1,Group Stage–Week 5,0,-2,-12,2,-6.0,-5,-7,Fracture|Ascent,46,13,-35,-259,18,6,-9,-54
459546,LEVIATÁN,NRG,VCT 2025: Americas Stage 1,Group Stage–Week 5,0,-2,-7,2,-3.5,-2,-5,Fracture|Icebox,75,41,21,76,80,54,43,300
459545,Evil Geniuses,LOUD,VCT 2025: Americas Stage 1,Group Stage–Week 5,1,1,2,3,0.6666666666666666,2,-2,Lotus|Pearl|Split,57,30,5,12,54,24,-4,-14
458833,Nongshim RedForce,ZETA DIVISION,VCT 2025: Pacific Stage 1,Group Stage–Week 5,1,1,11,3,3.6666666666666665,7,-2,Lotus|Pearl|Split,25,14,6,35,58,24,-21,-187
473239,EDward Gaming,Dragon Ranger Gaming,VCT 2025: China Stage 1,Playoffs–Lower Round 2,1,1,8,3,2.6666666666666665,5,-2,Lotus|Split|Ascent,133,84,73,457,56,23,-17,-164
473240,Bilibili Gaming,Trace Esports,VCT 2025: China Stage 1,Playoffs–Lower Round 2,1,2,14,2,7.0,9,5,Fracture|Lotus,104,52,5,-43,91,48,1,5
458832,DRX,Gen.G,VCT 2025: Pacific Stage 1,Group Stage–Week 5,1,1,2,3,0.6666666666666666,4,-5,Lotus|Split|Ascent,118,70,27,178,105,67,44,332
459544,KRÜ Esports,100 Thieves,VCT 2025: Americas Stage 1,Group Stage–Week 5,1,2,7,2,3.5,4,3,Fracture|Icebox,66,29,-9,-7,68,33,2,42
459543,Sentinels,2Game Esports,VCT 2025: Americas Stage 1,Group Stage–Week 5,1,2,17,2,8.5,9,8,Haven|Pearl,108,70,52,324,21,5,-20,-133
473238,EDward Gaming,Xi Lai Gaming,VCT 2025: China Stage 1,Playoffs–Upper Semifinals,0,-2,-6,2,-3.0,-2,-4,Lotus|Haven,133,84,73,457,60,35,18,93
458831,T1,TALON,VCT 2025: Pacific Stage 1,Group Stage–Week 5,0,-2,-13,2,-6.5,-6,-7,Icebox|Haven,94,53,15,133,62,28,-9,-82
473237,Bilibili Gaming,Wolves Esports,VCT 2025: China Stage 1,Playoffs–Upper Semifinals,0,-2,-10,2,-5.0,-5,-5,Split|Haven,104,52,5,-43,67,34,2,-36
458830,Paper Rex,Global Esports,VCT 2025: Pacific Stage 1,Group Stage–Week 5,1,2,12,2,6.0,8,4,Split|Lotus,115,81,78,466,45,16,-20,-89
459542,MIBR,FURIA,VCT 2025: Americas Stage 1,Group Stage–Week 5,1,1,11,3,3.6666666666666665,10,-4,Icebox|Ascent|Split,62,29,-10,-82,60,20,-38,-295
459541,G2 Esports,Cloud9,VCT 2025: Americas Stage 1,Group Stage–Week 5,1,1,1,3,0.3333333333333333,8,-9,Icebox|Haven|Pearl,104,64,41,285,83,43,-2,43
459850,Natus Vincere,Team Heretics,VCT 2025: EMEA Stage 1,Group Stage–Week 4,0,-2,-15,2,-7.5,-5,-10,Haven|Pearl,65,33,-5,-9,92,53,31,138
459849,Karmine Corp,FUT Esports,VCT 2025: EMEA Stage 1,Group Stage–Week 4,0,-1,-8,3,-2.6666666666666665,2,-8,Lotus|Ascent|Pearl,65,32,0,27,99,57,12,98
473236,Nova Esports,Trace Esports,VCT 2025: China Stage 1,Playoffs–Lower Round 1,0,-2,-13,2,-6.5,-4,-9,Split|Lotus,66,30,-9,-22,91,48,1,5
473235,Titan Esports Club,Dragon Ranger Gaming,VCT 2025: China Stage 1,Playoffs–Lower Round 1,0,-1,8,3,2.6666666666666665,12,-2,Ascent|Fracture|Lotus,57,22,-25,-164,56,23,-17,-164
474006,QoR,ENVY,Challengers 2025: North America ACE Stage 2,Swiss Stage–Round 3,0,-2,-7,2,-3.5,-3,-4,Pearl|Haven,5,2,-2,-5,37,28,34,227
459848,GIANTX,FNATIC,VCT 2025: EMEA Stage 1,Group Stage–Week 4,0,-1,-8,3,-2.6666666666666665,3,-8,Ascent|Lotus|Haven,46,21,-3,-117,97,66,56,388
459847,Gentle Mates,BBL Esports,VCT 2025: EMEA Stage 1,Group Stage–Week 4,0,-2,-13,2,-6.5,-2,-11,Lotus|Haven,58,29,4,3,62,37,19,108
473234,Xi Lai Gaming,Nova Esports,VCT 2025: China Stage 1,Playoffs–Upper Round 1,1,2,18,2,9.0,11,7,Lotus|Ascent,60,35,18,93,66,30,-9,-22
473233,Titan Esports Club,Wolves Esports,VCT 2025: China Stage 1,Playoffs–Upper Round 1,0,-2,-5,2,-2.5,-2,-3,Haven|Icebox,57,22,-25,-164,67,34,2,-36
459846,Team Liquid,KOI,VCT 2025: EMEA Stage 1,Group Stage–Week 4,1,2,12,2,6.0,8,4,Split|Lotus,70,38,6,79,34,9,-25,-148
459845,Team Vitality,Apeks,VCT 2025: EMEA Stage 1,Group Stage–Week 4,1,2,11,2,5.5,8,3,Ascent|Lotus,62,32,1,56,13,2,-14,-85
471022,Trust In Plug,ENVY,Challengers 2025: North America ACE Stage 2,Swiss Stage–Round 2,0,-2,-16,2,-8.0,-8,-8,Ascent|Lotus,3,2,1,-6,37,28,34,227
471246,Shopify Rebellion Gold,Catnappers,Game Changers 2025: North America Stage 1,Swiss Stage–Round 1,1,2,16,2,8.0,9,7,Icebox|Lotus,76,54,60,395,1,0,-2,-16
458828,DetonatioN FocusMe,Paper Rex,VCT 2025: Pacific Stage 1,Group Stage–Week 4,0,-1,-6,3,-2.0,2,-6,Ascent|Lotus|Pearl,46,13,-35,-259,115,81,78,466
458827,TALON,ZETA DIVISION,VCT 2025: Pacific Stage 1,Group Stage–Week 4,0,-2,-12,2,-6.0,-3,-9,Lotus|Split,62,28,-9,-82,58,24,-21,-187
459540,NRG,MIBR,VCT 2025: Americas Stage 1,Group Stage–Week 4,0,-2,-15,2,-7.5,-7,-8,Haven|Icebox,80,54,43,300,62,29,-10,-82
459539,KRÜ Esports,Evil Geniuses,VCT 2025: Americas Stage 1,Group Stage–Week 4,0,-2,-15,2,-7.5,-6,-9,Lotus|Pearl,66,29,-9,-7,57,30,5,12
450076,EDward Gaming,FunPlus Phoenix,VCT 2025: China Stage 1,Group Stage–Week 5,1,2,10,2,5.0,6,4,Split|Fracture,133,84,73,457,94,48,-3,100
