match_id,team1,team2,winner,team1_winrate,team2_winrate,winrate_diff,team1_recent_form,team2_recent_form,form_diff,team1_avg_rnd_diff,team2_avg_rnd_diff,rnd_diff_diff,avg_map_rnd_diff,maps_won_team1,maps_won_team2,total_rnd_diff,total_score
487993,Gentle Mates,KOI,1,0.543,0.294,0.249,0.4,0.1,0.3,-8.2,-7.6,-0.6,4.0,2,0,8,2
488003,100 Thieves,FURIA,1,0.453,0.42,0.033,0.4,0.3,0.1,-1.8,-13.6,11.8,8.5,2,0,17,2
488004,LEVIATÁN,NRG,0,0.54,0.579,-0.039,0.3,0.4,-0.1,-4.6,-4.0,-0.6,-3.5,0,2,-7,2
488005,Cloud9,2Game Esports,1,0.544,0.2,0.344,0.4,0.2,0.2,-0.2,-7.2,7.0,5.0,2,0,10,2
479315,Team Liquid Brazil,MIBR GC,1,0.769,0.6,0.169,0.8,0.6,0.2,14.4,4.6,9.8,9.0,3,0,27,3
482511,Team Liquid,BBL Esports,1,0.526,0.54,-0.014,0.6,0.6,0.0,9.4,6.2,3.2,0.3,2,1,1,3
482515,Team Heretics,FNATIC,0,0.565,0.732,-0.167,0.8,0.7,0.1,10.8,4.0,6.8,-6.0,0,2,-12,2
481657,Xi Lai Gaming,DRX,0,0.674,0.628,0.047,0.8,0.7,0.1,-1.4,4.0,-5.4,-1.7,1,2,-5,3
481656,DRX,Bilibili Gaming,1,0.624,0.558,0.066,0.7,0.5,0.2,2.6,-2.2,4.8,5.5,2,0,11,2
485880,Shopify Rebellion Gold,Prosperity Esports,0,0.76,0.0,0.76,0.4,0.0,0.4,-2.0,0.0,-2.0,-2.5,1,3,-10,4
481655,Bilibili Gaming,Trace Esports,1,0.553,0.543,0.01,0.5,0.6,-0.1,-4.4,1.6,-6.0,6.5,2,0,13,2
481651,Xi Lai Gaming,Paper Rex,0,0.69,0.663,0.028,0.8,0.5,0.3,3.6,10.4,-6.8,-3.5,0,2,-7,2
481654,Bilibili Gaming,DRX,0,0.559,0.62,-0.06,0.6,0.6,0.0,1.2,0.2,1.0,-7.0,0,2,-14,2
481653,Trace Esports,ZETA DIVISION,1,0.537,0.442,0.095,0.6,0.4,0.2,3.0,-3.4,6.4,2.0,2,1,6,3
485380,EDward Gaming,Titan Esports Club,1,0.678,0.409,0.269,0.7,0.6,0.1,1.2,6.4,-5.2,4.3,3,0,13,3
482509,Team Liquid,Natus Vincere,1,0.518,0.538,-0.021,0.5,0.4,0.1,8.2,1.0,7.2,4.0,2,1,12,3
482510,BBL Esports,FUT Esports,1,0.531,0.588,-0.058,0.6,0.5,0.1,6.0,-2.2,8.2,4.0,2,1,12,3
485381,Trace Esports,Wolves Esports,1,0.532,0.558,-0.026,0.5,0.5,0.0,4.0,-1.2,5.2,2.7,3,0,8,3
473844,Gen.G,Rex Regum Qeon,0,0.647,0.478,0.169,0.7,0.6,0.1,9.4,-3.2,12.6,-0.8,1,3,-3,4
482508,Team Liquid,FNATIC,0,0.527,0.729,-0.201,0.6,0.7,-0.1,8.4,5.4,3.0,-1.0,1,2,-3,3
482507,Team Heretics,BBL Esports,1,0.559,0.542,0.017,0.7,0.7,0.0,10.6,5.8,4.8,2.5,2,0,5,2
485379,Titan Esports Club,Wolves Esports,1,0.395,0.571,-0.176,0.5,0.6,-0.1,9.0,0.0,9.0,0.3,2,1,1,3
485378,EDward Gaming,Trace Esports,1,0.675,0.538,0.137,0.6,0.5,0.1,2.4,3.8,-1.4,2.0,2,0,4,2
473843,Rex Regum Qeon,Paper Rex,1,0.467,0.671,-0.204,0.5,0.6,-0.1,1.0,9.6,-8.6,-2.0,3,2,-10,5
482506,FUT Esports,Team Vitality,1,0.583,0.538,0.045,0.5,0.5,0.0,-3.2,-0.4,-2.8,6.5,2,0,13,2
482505,Natus Vincere,Karmine Corp,1,0.529,0.412,0.118,0.4,0.4,0.0,1.8,2.2,-0.4,0.7,2,1,2,3
485377,Wolves Esports,TYLOO,1,0.561,0.409,0.152,0.5,0.3,0.2,0.4,1.0,-0.6,1.7,2,1,5,3
473842,DRX,Paper Rex,0,0.626,0.667,-0.04,0.6,0.5,0.1,0.0,7.8,-7.8,-3.5,0,2,-7,2
485376,Dragon Ranger Gaming,Titan Esports Club,0,0.383,0.381,0.002,0.4,0.4,0.0,-5.0,6.0,-11.0,-4.0,0,2,-8,2
473841,Gen.G,Rex Regum Qeon,1,0.643,0.477,0.166,0.7,0.6,0.1,10.8,6.2,4.6,6.5,2,0,13,2
485375,Trace Esports,Nova Esports,1,0.532,0.467,0.066,0.4,0.6,-0.2,3.0,-5.8,8.8,4.0,2,1,12,3
485374,EDward Gaming,FunPlus Phoenix,1,0.672,0.518,0.155,0.5,0.4,0.1,3.4,-0.4,3.8,1.0,1,1,2,2
482504,FNATIC,FUT Esports,1,0.725,0.59,0.134,0.6,0.5,0.1,1.0,1.4,-0.4,6.0,2,0,12,2
482503,BBL Esports,Natus Vincere,1,0.532,0.54,-0.008,0.7,0.4,0.3,3.8,1.2,2.6,3.5,2,0,7,2
485373,JDG Esports,TYLOO,0,0.333,0.4,-0.067,0.3,0.2,0.1,-3.0,-3.8,0.8,-5.5,0,2,-11,2
485372,Titan Esports Club,Bilibili Gaming,1,0.366,0.565,-0.199,0.3,0.7,-0.4,3.6,3.2,0.4,10.0,2,0,20,2
485371,Nova Esports,Xi Lai Gaming,1,0.458,0.707,-0.25,0.6,0.8,-0.2,-8.0,9.2,-17.2,5.3,2,1,16,3
485370,FunPlus Phoenix,All Gamers,1,0.512,0.231,0.281,0.3,0.1,0.2,-0.6,-11.2,10.6,5.3,2,1,16,3
481614,Shopify Rebellion Gold,FlyQuest RED,1,0.755,0.1,0.655,0.4,0.1,0.3,-2.8,-6.8,4.0,6.5,2,0,13,2
475902,Sentinels,G2 Esports,0,0.634,0.614,0.02,0.7,0.8,-0.1,7.6,5.0,2.6,-2.0,1,3,-8,4
473840,BOOM Esports,Paper Rex,0,0.545,0.662,-0.117,0.5,0.4,0.1,4.8,4.2,0.6,-6.5,0,2,-13,2
473244,Xi Lai Gaming,Bilibili Gaming,1,0.7,0.571,0.129,0.7,0.8,-0.1,9.8,1.0,8.8,0.5,3,1,2,4
473839,DRX,TALON,1,0.622,0.451,0.171,0.6,0.5,0.1,0.4,-0.6,1.0,5.5,2,0,11,2
475908,MIBR,G2 Esports,0,0.49,0.61,-0.12,0.7,0.8,-0.1,8.6,5.0,3.6,-1.8,1,3,-7,4
482176,G2 Gozen,Team Falcons Vega,0,0.72,0.1,0.62,0.6,0.1,0.5,1.6,-10.6,12.2,-0.4,2,3,-2,5
473836,T1,Paper Rex,0,0.571,0.658,-0.087,0.6,0.4,0.2,-2.4,0.8,-3.2,-3.3,1,2,-10,3
473243,Wolves Esports,Bilibili Gaming,0,0.575,0.567,0.008,0.6,0.7,-0.1,0.0,1.4,-1.4,-4.0,0,3,-12,3
473835,TALON,Nongshim RedForce,1,0.44,0.592,-0.152,0.5,0.6,-0.1,-3.6,3.0,-6.6,0.7,2,1,2,3
475907,G2 Esports,Evil Geniuses,1,0.605,0.545,0.059,0.8,0.6,0.2,8.0,2.2,5.8,1.3,2,1,4,3
475901,MIBR,Sentinels,0,0.5,0.63,-0.13,0.8,0.6,0.2,10.2,9.2,1.0,-4.0,0,2,-8,2
482175,Team Falcons Vega,G2 Gozen,0,0.111,0.717,-0.606,0.111,0.6,-0.489,-13.6,-2.4,-11.2,-3.5,0,2,-7,2
459857,FNATIC,Team Heretics,0,0.735,0.552,0.183,0.7,0.6,0.1,6.2,3.6,2.6,-5.5,0,2,-11,2
459856,Team Liquid,Karmine Corp,1,0.519,0.42,0.099,0.6,0.4,0.2,3.6,3.0,0.6,3.3,2,1,10,3
482174,G2 Gozen,FlyQuest RED,1,0.714,0.111,0.603,0.5,0.111,0.389,-1.8,-7.2,5.4,1.0,2,1,3,3
473242,EDward Gaming,Bilibili Gaming,0,0.678,0.562,0.116,0.6,0.7,-0.1,5.8,4.4,1.4,-0.7,1,2,-2,3
473241,Wolves Esports,Xi Lai Gaming,0,0.59,0.692,-0.103,0.7,0.7,0.0,0.6,9.2,-8.6,-4.0,0,2,-8,2
479317,MIBR GC,2Game Esports GC,1,0.591,0.0,0.591,0.6,0.0,0.6,1.2,-7.5,8.7,8.0,3,0,24,3
479314,Team Liquid Brazil,MIBR GC,1,0.765,0.605,0.16,0.7,0.6,0.1,12.6,7.4,5.2,3.5,2,0,7,2
475123,KRÜ BLAZE,University War GC,1,0.895,0.0,0.895,0.8,0.0,0.8,14.0,-13.0,27.0,7.7,3,0,23,3
479313,MIBR GC,2Game Esports GC,1,0.595,0.0,0.595,0.5,0.0,0.5,6.2,-7.0,13.2,4.0,2,0,8,2
479312,Team Liquid Brazil,Corinthians Esports Inclusivo,1,0.76,0.0,0.76,0.7,0.0,0.7,10.4,-16.7,27.1,10.5,2,0,21,2
479486,Nova Esports GC,Havoc & Yonder GC,1,0.5,0.0,0.5,0.5,0.0,0.5,8.8,0.0,8.8,8.0,2,0,16,2
475905,G2 Esports,100 Thieves,1,0.6,0.462,0.138,0.8,0.5,0.3,7.2,0.0,7.2,3.0,2,1,9,3
475906,KRÜ Esports,Evil Geniuses,0,0.429,0.537,-0.108,0.7,0.5,0.2,-0.6,-0.4,-0.2,-2.0,0,2,-4,2
473838,Rex Regum Qeon,DRX,1,0.465,0.629,-0.164,0.6,0.7,-0.1,4.4,5.2,-0.8,3.0,2,1,9,3
479484,Nova Esports GC,Antler Crane Esports Alliance,1,0.444,0.0,0.444,0.444,0.0,0.444,8.2,0.0,8.2,11.0,2,0,22,2
473837,BOOM Esports,Gen.G,0,0.6,0.639,-0.039,0.6,0.6,0.0,8.6,9.4,-0.8,-6.0,0,2,-12,2
475900,G2 Esports,Sentinels,0,0.608,0.625,-0.017,0.8,0.6,0.2,8.2,7.8,0.4,1.3,1,2,4,3
475899,KRÜ Esports,MIBR,0,0.436,0.49,-0.053,0.7,0.8,-0.1,2.8,6.6,-3.8,-6.5,0,2,-13,2
473834,DRX,T1,1,0.625,0.579,0.046,0.7,0.7,0.0,5.8,0.8,5.0,2.0,2,0,4,2
473833,TALON,Gen.G,0,0.449,0.634,-0.185,0.5,0.6,-0.1,-0.2,6.0,-6.2,-3.3,1,2,-10,3
475904,Cloud9,Evil Geniuses,0,0.552,0.528,0.024,0.4,0.5,-0.1,4.0,-0.2,4.2,-3.0,0,2,-6,2
475903,100 Thieves,NRG,1,0.451,0.589,-0.138,0.4,0.5,-0.1,-0.2,-3.0,2.8,5.0,2,0,10,2
475898,Sentinels,Cloud9,1,0.62,0.561,0.06,0.5,0.5,0.0,9.4,6.6,2.8,4.0,2,0,8,2
475897,MIBR,100 Thieves,1,0.479,0.46,0.019,0.8,0.4,0.4,6.4,-1.0,7.4,6.0,2,0,12,2
459855,Team Vitality,Natus Vincere,0,0.549,0.531,0.018,0.6,0.3,0.3,-1.4,-1.0,-0.4,-5.0,0,2,-10,2
459854,Gentle Mates,KOI,0,0.556,0.273,0.283,0.4,0.1,0.3,-9.4,-11.6,2.2,-3.0,1,2,-9,3
475122,KRÜ BLAZE,LEVIATÁN GC,1,0.892,0.0,0.892,0.8,0.0,0.8,12.6,-15.0,27.6,3.5,2,0,7,2
474632,TSM,ENVY,0,0.0,0.667,-0.667,0.0,0.667,-0.667,0.0,9.6,-9.6,-2.3,1,2,-7,3
459853,GIANTX,Apeks,1,0.238,0.25,-0.012,0.2,0.25,-0.05,-12.6,-7.6,-5.0,5.0,2,0,10,2
459852,BBL Esports,FUT Esports,1,0.522,0.598,-0.076,0.7,0.6,0.1,2.8,-0.4,3.2,2.0,2,0,4,2
473941,Shopify Rebellion Gold,Wadadaa,1,0.75,0.0,0.75,0.4,0.0,0.4,-5.8,0.0,-5.8,0.7,2,1,2,3
475120,KRÜ BLAZE,University War GC,1,0.889,0.0,0.889,0.8,0.0,0.8,10.8,-11.0,21.8,7.5,2,0,15,2
458835,Rex Regum Qeon,Team Secret,0,0.476,0.51,-0.034,0.6,0.2,0.4,5.4,-9.4,14.8,-3.3,1,2,-10,3
458834,DetonatioN FocusMe,BOOM Esports,0,0.222,0.556,-0.333,0.2,0.556,-0.356,-12.6,4.6,-17.2,-6.0,0,2,-12,2
459546,LEVIATÁN,NRG,0,0.548,0.582,-0.033,0.3,0.5,-0.2,-3.2,-6.0,2.8,-3.5,0,2,-7,2
459545,Evil Geniuses,LOUD,1,0.519,0.552,-0.032,0.4,0.2,0.2,-3.2,-5.4,2.2,0.7,2,1,2,3
458833,Nongshim RedForce,ZETA DIVISION,1,0.583,0.451,0.132,0.6,0.4,0.2,-0.6,-3.8,3.2,3.7,2,1,11,3
473239,EDward Gaming,Dragon Ranger Gaming,1,0.675,0.391,0.284,0.6,0.5,0.1,2.8,-5.8,8.6,2.7,2,1,8,3
473240,Bilibili Gaming,Trace Esports,1,0.557,0.539,0.017,0.6,0.4,0.2,1.6,4.8,-3.2,7.0,2,0,14,2
458832,DRX,Gen.G,1,0.621,0.642,-0.021,0.7,0.6,0.1,3.2,5.8,-2.6,0.7,2,1,2,3
459544,KRÜ Esports,100 Thieves,1,0.426,0.469,-0.043,0.7,0.4,0.3,1.0,-0.8,1.8,3.5,2,0,7,2
459543,Sentinels,2Game Esports,1,0.615,0.222,0.393,0.5,0.222,0.278,4.4,-8.0,12.4,8.5,2,0,17,2
473238,EDward Gaming,Xi Lai Gaming,0,0.681,0.684,-0.003,0.7,0.7,0.0,6.6,9.8,-3.2,-3.0,0,2,-6,2
458831,T1,TALON,0,0.587,0.438,0.149,0.8,0.4,0.4,3.0,-6.2,9.2,-6.5,0,2,-13,2
473237,Bilibili Gaming,Wolves Esports,0,0.563,0.579,-0.016,0.6,0.7,-0.1,4.4,-0.4,4.8,-5.0,0,2,-10,2
458830,Paper Rex,Global Esports,1,0.654,0.342,0.312,0.4,0.4,0.0,-4.6,-8.0,3.4,6.0,2,0,12,2
459542,MIBR,FURIA,1,0.468,0.429,0.04,0.7,0.4,0.3,0.6,-13.8,14.4,3.7,2,1,11,3
459541,G2 Esports,Cloud9,1,0.603,0.569,0.033,0.8,0.6,0.2,8.4,6.2,2.2,0.3,2,1,1,3
459850,Natus Vincere,Team Heretics,0,0.542,0.545,-0.004,0.3,0.6,-0.3,-1.0,-2.4,1.4,-7.5,0,2,-15,2
459849,Karmine Corp,FUT Esports,0,0.429,0.593,-0.164,0.5,0.5,0.0,3.4,0.0,3.4,-2.7,1,2,-8,3
473236,Nova Esports,Trace Esports,0,0.466,0.533,-0.068,0.7,0.4,0.3,-4.0,4.6,-8.6,-6.5,0,2,-13,2
473235,Titan Esports Club,Dragon Ranger Gaming,0,0.375,0.378,-0.003,0.4,0.5,-0.1,4.4,-2.2,6.6,2.7,1,2,8,3
474006,QoR,ENVY,0,1.0,0.6,0.4,1.0,0.6,0.4,19.0,8.0,11.0,-3.5,0,2,-7,2
459848,GIANTX,FNATIC,0,0.25,0.731,-0.481,0.2,0.6,-0.4,-9.8,4.8,-14.6,-2.7,1,2,-8,3
459847,Gentle Mates,BBL Esports,0,0.568,0.511,0.057,0.4,0.6,-0.2,-4.6,-1.4,-3.2,-6.5,0,2,-13,2
473234,Xi Lai Gaming,Nova Esports,1,0.676,0.474,0.202,0.6,0.7,-0.1,5.4,-2.4,7.8,9.0,2,0,18,2
473233,Titan Esports Club,Wolves Esports,0,0.385,0.568,-0.183,0.4,0.6,-0.2,2.4,-0.2,2.6,-2.5,0,2,-5,2
459846,Team Liquid,KOI,1,0.509,0.281,0.228,0.6,0.1,0.5,2.8,-11.2,14.0,6.0,2,0,12,2
459845,Team Vitality,Apeks,1,0.54,0.286,0.254,0.6,0.286,0.314,-4.8,-5.0,0.2,5.5,2,0,11,2
471022,Trust In Plug,ENVY,0,1.0,0.5,0.5,1.0,0.5,0.5,5.0,6.0,-1.0,-8.0,0,2,-16,2
471246,Shopify Rebellion Gold,Catnappers,1,0.745,0.0,0.745,0.4,0.0,0.4,-12.8,0.0,-12.8,8.0,2,0,16,2
458828,DetonatioN FocusMe,Paper Rex,0,0.227,0.649,-0.422,0.3,0.3,0.0,-8.4,-3.2,-5.2,-2.0,1,2,-6,3
458827,TALON,ZETA DIVISION,0,0.447,0.44,0.007,0.5,0.4,0.1,-2.4,-7.8,5.4,-6.0,0,2,-12,2
459540,NRG,MIBR,0,0.593,0.457,0.136,0.6,0.6,0.0,-1.8,-2.0,0.2,-7.5,0,2,-15,2
459539,KRÜ Esports,Evil Geniuses,0,0.434,0.51,-0.076,0.7,0.3,0.4,6.0,-3.8,9.8,-7.5,0,2,-15,2
450076,EDward Gaming,FunPlus Phoenix,1,0.679,0.518,0.16,0.6,0.4,0.2,1.0,-1.6,2.6,5.0,2,0,10,2
458826,Gen.G,Global Esports,1,0.637,0.351,0.286,0.6,0.4,0.2,6.4,-5.6,12.0,7.0,2,0,14,2
450075,Titan Esports Club,Nova Esports,1,0.368,0.482,-0.114,0.4,0.8,-0.4,-2.0,5.0,-7.0,7.0,2,0,14,2
458825,T1,Rex Regum Qeon,0,0.595,0.463,0.131,0.8,0.5,0.3,8.2,6.6,1.6,-2.7,1,2,-8,3
459538,Sentinels,LOUD,1,0.61,0.561,0.049,0.5,0.3,0.2,0.0,-4.4,4.4,3.0,2,1,9,3
459537,FURIA,Cloud9,0,0.438,0.562,-0.125,0.5,0.6,-0.1,-13.4,1.0,-14.4,-7.0,0,2,-14,2
450074,Bilibili Gaming,Trace Esports,0,0.57,0.527,0.043,0.7,0.4,0.3,10.2,-1.0,11.2,-4.3,1,2,-13,3
458824,DRX,BOOM Esports,0,0.628,0.5,0.128,0.8,0.5,0.3,3.8,2.4,1.4,-2.7,1,2,-8,3
450073,Wolves Esports,All Gamers,1,0.556,0.237,0.319,0.5,0.1,0.4,-6.2,-14.0,7.8,2.3,2,1,7,3
458823,Nongshim RedForce,Team Secret,1,0.574,0.52,0.054,0.6,0.2,0.4,-2.2,-7.4,5.2,6.5,2,0,13,2
459536,G2 Esports,LEVIATÁN,1,0.597,0.557,0.04,0.8,0.3,0.5,9.2,-4.2,13.4,2.3,2,1,7,3
459535,100 Thieves,2Game Esports,1,0.458,0.25,0.208,0.4,0.25,0.15,-2.4,-9.0,6.6,4.5,2,0,9,2
459844,Karmine Corp,Gentle Mates,1,0.417,0.581,-0.165,0.4,0.4,0.0,3.8,-3.2,7.0,6.5,2,0,13,2
450072,Dragon Ranger Gaming,TYLOO,0,0.386,0.391,-0.004,0.5,0.1,0.4,-3.2,-6.8,3.6,-3.0,1,2,-9,3
459842,Team Vitality,Team Heretics,0,0.551,0.538,0.013,0.7,0.5,0.2,-1.8,-2.8,1.0,-5.0,0,2,-10,2
459841,Team Liquid,FUT Esports,1,0.5,0.6,-0.1,0.6,0.6,0.0,-2.2,0.2,-2.4,8.0,2,0,16,2
450071,JDG Esports,Xi Lai Gaming,0,0.343,0.667,-0.324,0.4,0.6,-0.2,-3.8,1.0,-4.8,-4.0,1,2,-12,3
459840,Natus Vincere,GIANTX,1,0.532,0.263,0.269,0.2,0.3,-0.1,-5.8,-8.8,3.0,5.0,2,1,15,3
459839,KOI,BBL Esports,0,0.29,0.5,-0.21,0.2,0.6,-0.4,-10.4,-3.0,-7.4,-5.5,0,2,-11,2
467792,ENVY,SaD Esports,1,0.333,0.0,0.333,0.333,0.0,0.333,3.3,0.0,3.3,7.0,2,0,14,2
470498,MIBR GC,RET,1,0.585,0.0,0.585,0.5,0.0,0.5,8.6,0.0,8.6,5.0,2,0,10,2
458822,T1,Team Secret,1,0.589,0.531,0.058,0.7,0.3,0.4,9.6,-4.2,13.8,2.7,2,1,8,3
458821,DRX,Global Esports,1,0.624,0.361,0.262,0.7,0.5,0.2,3.8,-2.4,6.2,6.5,2,0,13,2
459534,Cloud9,MIBR,0,0.571,0.444,0.127,0.6,0.6,0.0,2.0,-2.0,4.0,0.0,1,2,0,3
459533,FURIA,LEVIATÁN,0,0.447,0.55,-0.103,0.5,0.2,0.3,-7.2,-5.2,-2.0,-8.5,0,2,-17,2
450070,Trace Esports,Xi Lai Gaming,0,0.534,0.657,-0.123,0.5,0.6,-0.1,-3.0,-2.8,-0.2,-1.7,1,2,-5,3
458820,TALON,Nongshim RedForce,1,0.435,0.587,-0.152,0.5,0.7,-0.2,-3.8,0.2,-4.0,1.3,2,1,4,3
450069,Nova Esports,TYLOO,1,0.473,0.397,0.076,0.7,0.1,0.6,7.8,-2.6,10.4,0.0,2,1,0,3
458819,Paper Rex,BOOM Esports,0,0.658,0.429,0.229,0.4,0.429,-0.029,-3.6,1.0,-4.6,-0.7,1,2,-2,3
459532,G2 Esports,NRG,1,0.592,0.604,-0.012,0.8,0.6,0.2,6.6,1.0,5.6,9.5,2,0,19,2
459531,2Game Esports,KRÜ Esports,0,0.286,0.423,-0.137,0.286,0.7,-0.414,-10.2,6.2,-16.4,-2.3,1,2,-7,3
450068,EDward Gaming,Titan Esports Club,1,0.676,0.378,0.297,0.6,0.4,0.2,-2.6,-3.4,0.8,2.3,2,1,7,3
458818,Rex Regum Qeon,ZETA DIVISION,1,0.45,0.449,0.001,0.5,0.5,0.0,4.4,-3.8,8.2,5.5,2,0,11,2
450067,All Gamers,JDG Esports,0,0.243,0.324,-0.08,0.1,0.3,-0.2,-15.0,-8.0,-7.0,-5.5,0,2,-11,2
458817,Gen.G,DetonatioN FocusMe,1,0.633,0.233,0.4,0.6,0.3,0.3,5.2,-3.0,8.2,10.0,2,0,20,2
459530,100 Thieves,LOUD,1,0.447,0.571,-0.125,0.3,0.4,-0.1,0.2,-2.6,2.8,0.0,2,1,0,3
459529,Evil Geniuses,Sentinels,0,0.52,0.605,-0.085,0.3,0.4,-0.1,-1.6,-3.8,2.2,-8.0,0,2,-16,2
459837,KOI,Karmine Corp,0,0.3,0.404,-0.104,0.2,0.3,-0.1,-8.4,2.6,-11.0,-6.5,0,2,-13,2
459836,Team Vitality,FNATIC,0,0.562,0.727,-0.165,0.7,0.5,0.2,1.2,2.6,-1.4,-2.7,1,2,-8,3
450066,Bilibili Gaming,Wolves Esports,1,0.565,0.571,-0.007,0.7,0.6,0.1,4.6,-1.4,6.0,4.7,2,1,14,3
459835,Team Heretics,GIANTX,1,0.531,0.278,0.253,0.5,0.3,0.2,-4.2,-7.8,3.6,4.3,2,1,13,3
459834,FUT Esports,Gentle Mates,1,0.595,0.595,-0.0,0.6,0.5,0.1,1.2,0.0,1.2,2.7,2,1,8,3
450065,FunPlus Phoenix,Dragon Ranger Gaming,0,0.524,0.372,0.152,0.5,0.5,0.0,1.2,-8.6,9.8,-5.0,0,2,-10,2
459833,Apeks,Natus Vincere,0,0.333,0.522,-0.188,0.333,0.1,0.233,-6.4,-6.4,0.0,-2.0,1,2,-6,3
459832,Team Liquid,BBL Esports,1,0.49,0.512,-0.021,0.6,0.6,0.0,-5.2,0.2,-5.4,2.0,2,1,6,3
467363,Team Liquid Brazil,MIBR GC,1,0.755,0.6,0.155,0.6,0.5,0.1,11.4,9.0,2.4,6.0,2,0,12,2
454613,LEVIATÁN GC,KRÜ BLAZE,0,0.0,0.886,-0.886,0.0,0.8,-0.8,-15.5,7.8,-23.3,-4.7,1,2,-14,3
458816,BOOM Esports,Global Esports,1,0.333,0.371,-0.038,0.333,0.5,-0.167,-3.2,3.0,-6.2,7.0,2,0,14,2
458815,TALON,Rex Regum Qeon,0,0.444,0.436,0.009,0.5,0.4,0.1,-0.8,5.4,-6.2,-6.5,0,2,-13,2
459528,LEVIATÁN,Cloud9,0,0.559,0.565,-0.005,0.3,0.5,-0.2,-1.8,-3.0,1.2,-7.5,0,2,-15,2
459527,LOUD,2Game Esports,0,0.582,0.167,0.415,0.4,0.167,0.233,-0.8,-9.0,8.2,-2.0,0,2,-4,2
450064,All Gamers,Bilibili Gaming,0,0.25,0.56,-0.31,0.1,0.6,-0.5,-14.6,2.4,-17.0,-8.5,0,2,-17,2
458814,DRX,DetonatioN FocusMe,1,0.619,0.238,0.381,0.7,0.4,0.3,2.2,-3.6,5.8,7.5,2,0,15,2
450063,Nova Esports,FunPlus Phoenix,1,0.463,0.531,-0.068,0.7,0.6,0.1,9.8,1.0,8.8,2.5,2,0,5,2
458813,Gen.G,Paper Rex,1,0.628,0.667,-0.038,0.6,0.5,0.1,3.0,-2.4,5.4,1.7,2,1,5,3
459526,G2 Esports,MIBR,1,0.587,0.455,0.132,0.8,0.7,0.1,8.4,1.6,6.8,1.7,2,1,5,3
459525,100 Thieves,Evil Geniuses,1,0.435,0.531,-0.096,0.3,0.3,0.0,-2.0,-2.4,0.4,4.5,2,0,9,2
450062,Dragon Ranger Gaming,EDward Gaming,0,0.381,0.673,-0.292,0.5,0.6,-0.1,-7.4,-4.4,-3.0,-3.3,1,2,-10,3
458812,T1,Nongshim RedForce,1,0.583,0.6,-0.017,0.7,0.8,-0.1,8.4,1.4,7.0,2.5,2,0,5,2
450061,TYLOO,Titan Esports Club,0,0.403,0.361,0.042,0.1,0.3,-0.2,-3.0,-7.2,4.2,-2.7,1,2,-8,3
458811,Team Secret,ZETA DIVISION,0,0.542,0.438,0.104,0.4,0.5,-0.1,-3.8,-7.0,3.2,-2.5,0,2,-5,2
459524,Sentinels,KRÜ Esports,0,0.613,0.412,0.202,0.4,0.7,-0.3,2.0,8.2,-6.2,-5.5,0,2,-11,2
459523,NRG,FURIA,1,0.596,0.457,0.14,0.6,0.6,0.0,1.6,-2.4,4.0,5.7,2,1,17,3
459831,Team Liquid,Gentle Mates,0,0.5,0.585,-0.085,0.6,0.4,0.2,0.0,0.6,-0.6,-0.7,1,2,-2,3
459830,FNATIC,Natus Vincere,1,0.723,0.533,0.19,0.4,0.2,0.2,1.2,-6.4,7.6,5.0,2,0,10,2
450060,Wolves Esports,Xi Lai Gaming,0,0.588,0.647,-0.059,0.7,0.6,0.1,2.4,-1.4,3.8,-2.5,0,2,-5,2
460584,Shopify Rebellion Gold,Funhavers,0,0.761,0.0,0.761,0.5,0.0,0.5,-11.2,-9.0,-2.2,-4.8,1,3,-19,4
459829,FUT Esports,KOI,1,0.59,0.31,0.279,0.6,0.3,0.3,-1.2,-7.2,6.0,5.5,2,0,11,2
459828,Team Heretics,Apeks,1,0.524,0.4,0.124,0.5,0.4,0.1,-6.0,-4.4,-1.6,1.3,2,1,4,3
450059,JDG Esports,Trace Esports,0,0.333,0.528,-0.194,0.4,0.4,0.0,-4.4,-7.4,3.0,-4.0,0,2,-8,2
460581,Ambrosia,Shopify Rebellion Gold,1,0.0,0.778,-0.778,0.0,0.6,-0.6,0.0,-8.4,8.4,11.0,2,0,22,2
459827,BBL Esports,Karmine Corp,1,0.5,0.413,0.087,0.6,0.3,0.3,2.4,0.4,2.0,-1.0,2,1,-3,3
459826,Team Vitality,GIANTX,1,0.553,0.294,0.259,0.7,0.4,0.3,0.0,-4.0,4.0,7.5,2,0,15,2
461860,Team Liquid Brazil,Corinthians Esports Inclusivo,1,0.75,0.0,0.75,0.6,0.0,0.6,6.6,-19.5,26.1,5.5,2,0,11,2
461861,MIBR GC,2Game Esports GC,1,0.59,0.0,0.59,0.4,0.0,0.4,11.2,0.0,11.2,3.5,2,0,7,2
460582,Hakikimori,Shopify Rebellion Gold,0,1.0,0.773,0.227,1.0,0.6,0.4,13.0,-8.4,21.4,-4.5,0,2,-9,2
458810,Nongshim RedForce,Rex Regum Qeon,1,0.591,0.447,0.144,0.8,0.4,0.4,3.0,6.4,-3.4,0.0,2,1,0,3
458809,Gen.G,BOOM Esports,0,0.636,0.2,0.436,0.6,0.2,0.4,4.4,-5.0,9.4,-3.5,0,2,-7,2
459522,Sentinels,100 Thieves,1,0.608,0.444,0.164,0.4,0.4,0.0,-3.6,1.2,-4.8,5.3,2,1,16,3
